year,temp_C_global
2000,0.1531839189325549
2001,0.1896199888984733
2002,0.21664848973708895
2003,0.2318408550999833
2004,0.24181424487191872
2005,0.2500236697201066
2006,0.2550714181240412
2007,0.2615739866147895
2008,0.2729790924415396
2009,0.28648609446553164
2010,0.30354627417202296
2011,0.32416761789650406
2012,0.346243194118792
2013,0.37208220694343086
2014,0.3972050355846799
2015,0.4181198755887694
2016,0.43625413967112925
2017,0.4548121029011325
2018,0.4736706019261643
2019,0.4919721713911267
2020,0.5101903252670481
2021,0.5296470005427156
2022,0.5517409454248527
2023,0.5745878250624379
2024,0.5958490872023388
2025,0.612920527490189
2026,0.62488809960461
2027,0.6330099444093329
2028,0.639392835264714
2029,0.6449106459488885
2030,0.6507965414885466
2031,0.6585282512599968
2032,0.6684898000974879
2033,0.6817158719805574
2034,0.6993069166520967
2035,0.7185091105357433
2036,0.7375517546953636
2037,0.7548060751474897
2038,0.7698045398298856
2039,0.7825366581394748
2040,0.792274867519809
2041,0.8002764416838644
2042,0.8083076422672639
2043,0.8177611770105002
2044,0.82930066223178
2045,0.8444665000572729
2046,0.8627328238142
2047,0.882614287279142
2048,0.9021079344300031
2049,0.9181470305446393
2050,0.9295045587672168
2051,0.9381161823932185
2052,0.94604674387691845
2053,0.9540217870844769
2054,0.9634977868295838
2055,0.9762242734445528
2056,0.9926511459746004
2057,1.010258352480917
2058,1.0274376672167798
2059,1.0445205736358678
2060,1.0597960025127826
2061,1.0725318921232387
2062,1.083935662845113
2063,1.0953013339288233
2064,1.1074656200131128
2065,1.1209633046317948
2066,1.1374327423213846
2067,1.157096591876582
2068,1.1779796117425636
2069,1.197616919217014
2070,1.2144729735345106
2071,1.2283683202131885
2072,1.2406574728244948
2073,1.2527435871205672
2074,1.2645859933940848
2075,1.2765012465904453
2076,1.2888772796109713
2077,1.3023284438380147
2078,1.3179911884534754
2079,1.3359660361272347
2080,1.3551989637426527
2081,1.3740755959096174
2082,1.3917325554872166
2083,1.407414162764672
2084,1.4214275611113856
2085,1.433699211478786
2086,1.4444982099074084
2087,1.455619837067885
2088,1.4678001393450641
2089,1.4818946707663028
2090,1.4989792739412195
2091,1.51813716141429
2092,1.5385515449215206
2093,1.5575633181602735
2094,1.572483666369507
2095,1.5841852866296329
2096,1.5937201668489356
2097,1.602500068303198
2098,1.611603509753398
2099,1.6220508504314106
2100,1.6352508906605714
2101,1.6512669515789844
2102,1.6675194045577604
2103,1.6823144123408247
2104,1.6954402399761623
2105,1.7061397282397064
2106,1.7151601998822852
2107,1.7236747421203733
2108,1.7325268666126628
2109,1.7425954122522873
2110,1.7548529311758407
2111,1.7709136145924023
2112,1.7881630790247967
2113,1.803841995359435
2114,1.816651806103731
2115,1.827033712396496
2116,1.8358367677904333
2117,1.8433931479356633
2118,1.8509201441780994
2119,1.8591234278569824
2120,1.8694899616448108
2121,1.8831890409645304
2122,1.8999357197503122
2123,1.915480176012162
2124,1.9287115983411673
2125,1.9396371774356143
2126,1.947364180894372
2127,1.9538327103205881
2128,1.9602366880925068
2129,1.9675122793573607
2130,1.977228955752014
2131,1.9917073330663764
2132,2.008428848515649
2133,2.0242542599099034
2134,2.037789576179472
2135,2.047618247213408
2136,2.054052241958435
2137,2.059240373628197
2138,2.064799203743166
2139,2.0709183216510647
2140,2.078191307044695
2141,2.087828397767648
2142,2.1000998949373617
2143,2.112968246302411
2144,2.125277322669082
2145,2.1367485694299866
2146,2.1461661202933238
2147,2.1543687811354513
2148,2.1619919156865555
2149,2.1689744927460133
2150,2.1760692091580935
2151,2.183672951817311
2152,2.192992327109166
2153,2.2056213205228854
2154,2.2209484656033247
2155,2.2358107704374968
2156,2.248471518038806
2157,2.2586192206469873
2158,2.2658702338115333
2159,2.2709683671997256
2160,2.2754112813377008
2161,2.2806913410374987
2162,2.2883263539116037
2163,2.2997421627080534
2164,2.314734529878403
2165,2.3290725964126073
2166,2.3413457802374715
2167,2.350563995085051
2168,2.3560263967802877
2169,2.359909520196166
2170,2.363584087389146
2171,2.3680073706211173
2172,2.3741958873710143
2173,2.3837097148185222
2174,2.3958651556095463
2175,2.40893922927219
2176,2.4214993022804503
2177,2.431680122388941
2178,2.4387608423777083
2179,2.4438962873969396
2180,2.448120921940193
2181,2.452027578075156
2182,2.456138032782957
2183,2.460766876977492
2184,2.466493672128421
2185,2.474057281061011
2186,2.4847248195341978
2187,2.496798336786923
2188,2.508495560716738
2189,2.519993410539758
2190,2.529237753218114
2191,2.5353852817594573
2192,2.540012496751155
2193,2.5445493858701127
2194,2.549676223932475
2195,2.556026202287133
2196,2.56521453541143
2197,2.5776791102836842
2198,2.591582948717443
2199,2.604026520368028
2200,2.61352725708319
2201,2.619866624937349
2202,2.624382433823996
2203,2.6286476226288658
2204,2.6324879627252926
2205,2.6362827046125608
2206,2.6404796677013627
2207,2.645686134245908
2208,2.6530933724965724
2209,2.662856227397735
2210,2.674022928755095
2211,2.6848523800899953
2212,2.6944180974744985
2213,2.7020959770031023
2214,2.708132793058204
2215,2.7124816625022907
2216,2.71547327209798
2217,2.7188886528493796
2218,2.7235159660338777
2219,2.730191459855839
2220,2.7398132273092797
2221,2.75156716007844
2222,2.764988983279906
2223,2.7772734639316816
2224,2.785647376071159
2225,2.790974503141987
2226,2.794096008022259
2227,2.7966022089304605
2228,2.799455560081552
2229,2.8036574738889692
2230,2.810925731081679
2231,2.8205927489845894
2232,2.830574712836146
