year,temp_C_global
2000,0.14742920398788495
2001,0.19474858215502955
2002,0.2298279583691608
2003,0.2521535737833399
2004,0.2696524612052572
2005,0.2838867072956446
2006,0.29279491713981753
2007,0.30254262819158784
2008,0.3186219762564315
2009,0.33800172426123476
2010,0.35850171170268275
2011,0.380314041247759
2012,0.40217390592934177
2013,0.4279892785727084
2014,0.45346403868931273
2015,0.4782930109128538
2016,0.5059687693418511
2017,0.5352347108889834
2018,0.5649914542607153
2019,0.5941983132778745
2020,0.6230407834493796
2021,0.6508763048785073
2022,0.677904641403531
2023,0.7038168557702249
2024,0.7278480124693416
2025,0.748925774198379
2026,0.7666344049611993
2027,0.7815907172772012
2028,0.7948566659839247
2029,0.8069667896316286
2030,0.8189640266711851
2031,0.8321402430900116
2032,0.846808867738799
2033,0.863486499816789
2034,0.8827233853358194
2035,0.9031369472183455
2036,0.9236919923583267
2037,0.9434524782178377
2038,0.9619781205291014
2039,0.9791374298930233
2040,0.9944503046089641
2041,1.0085057558081147
2042,1.0221829552763675
2043,1.036188863899628
2044,1.050918897853427
2045,1.0671984854754835
2046,1.0849006658534124
2047,1.1033448264379668
2048,1.121545729233958
2049,1.1379122916648776
2050,1.151673022455849
2051,1.1634928687246928
2052,1.1742822460401738
2053,1.1844879369293198
2054,1.1949084499545477
2055,1.2065219926972257
2056,1.219706768369374
2057,1.2333698273458933
2058,1.246716112642566
2059,1.2598702627467342
2060,1.2719862192515845
2061,1.282537568857951
2062,1.291992122585258
2063,1.3010120754821926
2064,1.3100868537164425
2065,1.3195611634030127
2066,1.330315596125054
2067,1.3425911082199293
2068,1.3555107058414562
2069,1.3678644723682505
2070,1.3788061933846383
2071,1.3881292007445059
2072,1.396404936074851
2073,1.4043190122059575
2074,1.4118923963426029
2075,1.4192995188199402
2076,1.4267653380169345
2077,1.4346186251287085
2078,1.4434597348831726
2079,1.4534120280426521
2080,1.464015393848478
2081,1.474505948761123
2082,1.4844114468609366
2083,1.4932905833048646
2084,1.5012106127976315
2085,1.5081089369265548
2086,1.514071465729437
2087,1.519959838184391
2088,1.5261729461027829
2089,1.5331673760783533
2090,1.5415380319573766
2091,1.5508345270847863
2092,1.5606175706498082
2093,1.569651702314032
2094,1.5765468670422156
2095,1.5815943802954855
2096,1.585251589654247
2097,1.5881930361694059
2098,1.591001775096765
2099,1.5942421850795718
2100,1.5986982263714171
2101,1.6053028487161478
2102,1.6125906610215142
2103,1.618824013213947
2104,1.6236772812721092
2105,1.6263676061164472
2106,1.6273814374698625
2107,1.6276896767937614
2108,1.6280634024295704
2109,1.6293576388420552
2110,1.632528918365576
2111,1.6391147331641405
2112,1.64712050454052
2113,1.6541014309253599
2114,1.6587810894862078
2115,1.661284654488566
2116,1.6622480414209317
2117,1.6618896383419173
2118,1.6612563022740712
2119,1.6610203357733833
2120,1.662547640183343
2121,1.6670170845538645
2122,1.6743843764397652
2123,1.6811606938333752
2124,1.6861572392275244
2125,1.689254864548907
2126,1.6895126165822567
2127,1.6884441819910776
2128,1.687088074974658
2129,1.6863107315512746
2130,1.6875716267610386
2131,1.6930392589697785
2132,1.7008726646644157
2133,1.7083399428730026
2134,1.714090761062909
2135,1.716670953017745
2136,1.7161055174668725
2137,1.7140715243270368
2138,1.712009425594873
2139,1.710194644134457
2140,1.7092355140400344
2141,1.7102776939832312
2142,1.7136990436105333
2143,1.7178811892428445
2144,1.7218087813928011
2145,1.7251850738350056
2146,1.7268981366941165
2147,1.7275113558498203
2148,1.7275403018849376
2149,1.7269024891600442
2150,1.7262383074200935
2151,1.7259269887072557
2152,1.7270518345465018
2153,1.7311120574276349
2154,1.7377918289109833
2155,1.7444768882382784
2156,1.7495270847997813
2157,1.7524939653770841
2158,1.752887032665236
2159,1.7512015915214223
2160,1.748672418582612
2161,1.7466367899381752
2162,1.7465297203113515
2163,1.7497696458434067
2164,1.7564241647287335
2165,1.7630328792622907
2166,1.7681731089183368
2167,1.7708526797897666
2168,1.7702074094292561
2169,1.767922915128253
2170,1.765167934266097
2171,1.762841511836507
2172,1.7619275386340238
2173,1.763910126008178
2174,1.768431565507264
2175,1.7740981692065134
2176,1.779660882116439
2177,1.7834004882811476
2178,1.7844837990713371
2179,1.7836989440395932
2180,1.7818772825278753
2181,1.7795313524752239
2182,1.777161470317829
2183,1.7751046106250732
2184,1.7739324243453438
2185,1.7743702086697628
2186,1.7776170828430138
2187,1.782401459321228
2188,1.7871427065959178
2189,1.7918820834701756
2190,1.7947928268885434
2191,1.794932032896522
2192,1.7934916289623322
2193,1.7917083248657388
2194,1.7902766900414704
2195,1.789849971563022
2196,1.79193595419321
2197,1.797117617258212
2198,1.8039778869098109
2199,1.8100226793896825
2200,1.8137778153065691
2201,1.8148390239874213
2202,1.81416218842905
2203,1.813073332994861
2204,1.8114883901267012
2205,1.8097533604100995
2206,1.8083118336986603
2207,1.807738614441224
2208,1.8091500350818117
2209,1.8128267203129773
2210,1.8180620303782107
2211,1.8233831329284398
2212,1.827883348769631
2213,1.8309027514498462
2214,1.8324952633255134
2215,1.8325523908137795
2216,1.8312659976503902
2217,1.8301409779770814
2218,1.8299464968349926
2219,1.8314984870276103
2220,1.8357083043145799
2221,1.8420384594744743
2222,1.850138518439404
2223,1.8576648984713693
2224,1.862042117891755
2225,1.863730475585654
2226,1.8633124187204706
2227,1.8620732123350734
2228,1.8609034152287942
2229,1.8607266516696408
2230,1.8631563556341508
2231,1.867832553218044
2232,1.8730578472029114
2233,1.8783471204145143
2234,1.8827473248974906
2235,1.8854333754796293
2236,1.8861530940999562
2237,1.8855040580913067
2238,1.8847268849987528
2239,1.884437474795572
2240,1.885522879693499
2241,1.8892400133550338
2242,1.8956918150126298
2243,1.9026978971669035
2244,1.9084737433327505
2245,1.9119847887857462
2246,1.9128737669936646
2247,1.9124075210472167
2248,1.911205220797484
2249,1.909437301149312
2250,1.9075957001652382
2251,1.9060224339437537
2252,1.9054642244010245
2253,1.906832633825602
2254,1.910390660039121
2255,1.9146536619606527
2256,1.9185596986473563
2257,1.9217398915294008
2258,1.9232387846079255
2259,1.923173873716865
2260,1.9216101263932142
2261,1.9190217791002053
2262,1.9168527962202846
2263,1.9157698242561965
2264,1.9166507905828232
2265,1.920388221138533
2266,1.9263410541555614
2267,1.9335373272278094
2268,1.9391244374702208
2269,1.9415253231013299
2270,1.9414598791730102
2271,1.9397602740140847
2272,1.9373496692618157
2273,1.9351886828076605
2274,1.9348234450880153
2275,1.937068613280217
2276,1.9413009216956285
2277,1.9457217487305052
2278,1.9491976262339612
2279,1.951265547481041
2280,1.9512154382656106
2281,1.9496439603885471
2282,1.9478882985331614
2283,1.9464906154027586
2284,1.9462488514002245
2285,1.9485280912345722
2286,1.9536570964591757
2287,1.9598942319088553
2288,1.9653369633159554
2289,1.967772547166298
2290,1.9676977971588954
2291,1.9664772476401644
2292,1.9640242373337833
2293,1.9611709881294448
2294,1.9592300222028436
2295,1.959871608214934
2296,1.9633238100125505
2297,1.9688612401782535
2298,1.9746924118268085
2299,1.9783782613439167
2300,1.9794169397535668
