year,temp_C_global
2000,0.14328359106760857
2001,0.1976567789635777
2002,0.237913790314906
2003,0.26137989085838476
2004,0.2771068023795441
2005,0.2885693551345967
2006,0.29402445508049124
2007,0.3003001894700156
2008,0.3135146680107419
2009,0.33139979003988174
2010,0.35106956981914306
2011,0.3740144642108234
2012,0.39826017009506887
2013,0.42649779387919184
2014,0.45474039231006613
2015,0.48196904035864874
2016,0.5107539367124365
2017,0.5400038762922901
2018,0.570030200842341
2019,0.6000789753765003
2020,0.630494703816147
2021,0.6615373300372525
2022,0.6939362569955505
2023,0.7264255468943601
2024,0.7569619483079941
2025,0.7829951795669361
2026,0.8033272833450429
2027,0.8189135866708521
2028,0.8317066452473747
2029,0.8427264822249687
2030,0.853181983424617
2031,0.8647736002123116
2032,0.8782887686299408
2033,0.8952103981514272
2034,0.9170403734905468
2035,0.9413782816624889
2036,0.966330218419837
2037,0.9901462430021926
2038,1.0119633605101486
2039,1.0315443687034358
2040,1.047905443136608
2041,1.0620606498059446
2042,1.075691132156231
2043,1.0903121378898932
2044,1.1068152778273888
2045,1.1269341026997834
2046,1.150529700865621
2047,1.1762836282053684
2048,1.2022086150816527
2049,1.225029643820094
2050,1.243032393231657
2051,1.2574466397942656
2052,1.270027288315134
2053,1.2815605425351988
2054,1.2935897262042997
2055,1.3080800318722028
2056,1.3258530516325928
2057,1.3448061839927348
2058,1.363341627293143
2059,1.3816749788590084
2060,1.3981029162317868
2061,1.4115877474980276
2062,1.4230542725664812
2063,1.4337582695247888
2064,1.4446569516237877
2065,1.456443159911421
2066,1.4708937079291957
2067,1.488563403262144
2068,1.5077626441366536
2069,1.5260756622963412
2070,1.5417424349959516
2071,1.5542423921208173
2072,1.564608761512521
2073,1.574175583868665
2074,1.5830003358518139
2075,1.5914410270398498
2076,1.5999708290121186
2077,1.6092770516511672
2078,1.6206164989250988
2079,1.6343194108765002
2080,1.6495339122767836
2081,1.6647413012633445
2082,1.6789710634253996
2083,1.6913115031558228
2084,1.7018186165291953
2085,1.7103218843644818
2086,1.7169360859348954
2087,1.7233666945772652
2088,1.730474140010916
2089,1.7392436310976411
2090,1.750946720239346
2091,1.7649293127469654
2092,1.7804494465607277
2093,1.79499242074885
2094,1.8056430975692528
2095,1.8128084340089197
2096,1.8172915718750777
2097,1.820366737016103
2098,1.823181800748298
2099,1.8268684113670755
2100,1.8330329308490272
2101,1.8384513939467182
2102,1.8419269936070013
2103,1.8455686687308586
2104,1.8488216783425158
2105,1.850760980303965
2106,1.8516269900599258
2107,1.8521505224582315
2108,1.852920450462441
2109,1.854638866665302
2110,1.8581323539848464
2111,1.86477884567219
2112,1.8728453498088864
2113,1.880112361329118
2114,1.8853795696164195
2115,1.8886674950861997
2116,1.8904999244404042
2117,1.8910363149300984
2118,1.8912013625747222
2119,1.8916090258358025
2120,1.893507083109694
2121,1.8980083119429698
2122,1.9051382165055408
2123,1.911817637231857
2124,1.9168996445905255
2125,1.9202241947639378
2126,1.920879361728655
2127,1.9201609936174482
2128,1.9189996157162879
2129,1.9181936192262599
2130,1.919090863894078
2131,1.9236989456503546
2132,1.9304937768238626
2133,1.9370579953999638
2134,1.9421674599059975
2135,1.944462397390158
2136,1.9438924053134528
2137,1.941905667507515
2138,1.9398120127206615
2139,1.937902503613537
2140,1.9367637194867406
2141,1.9374686989321346
2142,1.9404418788838746
2143,1.9442911483331053
2144,1.9480771447278469
2145,1.951497029606034
2146,1.953516984317478
2147,1.9545755356963561
2148,1.9551057124682159
2149,1.9550071516449157
2150,1.9548372577195778
2151,1.9549380067367268
2152,1.956288103875879
2153,1.9602670111411495
2154,1.9666591381213128
2155,1.973161785723465
2156,1.9782643795532466
2157,1.9815016844062832
2158,1.9823639279857235
2159,1.9812257867981307
2160,1.9791566035086505
2161,1.9773573837873102
2162,1.9771506481260077
2163,1.9798755902743645
2164,1.9856850566386821
2165,1.991552515333033
2166,1.9961522459935124
2167,1.9985642621447928
2168,1.9979553125162444
2169,1.9957960042855605
2170,1.9931411219623645
2171,1.9908293074909567
2172,1.9897797746551567
2173,1.9913602513172377
2174,1.9953159869848072
2175,2.000426258260485
2176,2.0055670493687634
2177,2.0091735493878895
2178,2.010462842872336
2179,2.010105745562239
2180,2.008845257440739
2181,2.0071524576179662
2182,2.0054946962628044
2183,2.004187809956006
2184,2.003758791311955
2185,2.004882333784388
2186,2.008668394940025
2187,2.0140404598480446
2188,2.0195707246940904
2189,2.0252584825849365
2190,2.0294399180560623
2191,2.0311899601947747
2192,2.0314923831410896
2193,2.0313993099327945
2194,2.031512032334099
2195,2.032413869226861
2196,2.035471825794133
2197,2.0412654941400383
2198,2.048580920067132
2199,2.0551908202249285
2200,2.0597141195018187
2201,2.0617148529909084
2202,2.0619765462732564
2203,2.0616642443301707
2204,2.0607131175294944
2205,2.0594357081041794
2206,2.058248093781666
2207,2.057683628761551
2208,2.0587722800309054
2209,2.0618159422258984
2210,2.0662258303938286
2211,2.070700398190744
2212,2.074404224067969
2213,2.0767192784493727
2214,2.0776529272268487
2215,2.077089345838149
2216,2.07517223236053
2217,2.073243570127717
2218,2.07202900063953
2219,2.0723025509157083
2220,2.0749388162238116
2221,2.0795235598646293
2222,2.085770937621138
2223,2.091605146580066
2224,2.094655933100433
2225,2.095238002441241
2226,2.0938157820577885
2227,2.0915089221518643
2228,2.0891416282712845
2229,2.087575000468651
2230,2.088312159300723
2231,2.0911149065119075
2232,2.0945132363468977
2233,2.098070782615581
2234,2.1009339482938447
2235,2.102327289501214
2236,2.101988332348804
2237,2.1004063317964246
2238,2.098678905326783
2239,2.097370034313858
2240,2.097299579234983
2241,2.0996345824591662
2242,2.104535027853296
2243,2.110098181172175
2244,2.1147029185378337
2245,2.1173710334434555
2246,2.1177124808343484
2247,2.1168110017440744
2248,2.115232701801605
2249,2.1131510415605206
2250,2.1110303583394074
2251,2.1092224175399465
2252,2.10842662628958
2253,2.1094663411781616
2254,2.1125963831801684
2255,2.1165095820508304
2256,2.120226156569588
2257,2.123376346450028
2258,2.125055011214444
2259,2.1253020556652062
2260,2.124137669261481
2261,2.121950989771359
2262,2.120028045959823
2263,2.1189962286699515
2264,2.119676246060637
2265,2.1229214053322147
2266,2.1282194521843065
2267,2.1347267628829405
2268,2.13989735332244
2269,2.1422356612437845
2270,2.1423062638280452
2271,2.1408029958731083
2272,2.13854258257222
2273,2.1363995432674168
2274,2.135799015898308
2275,2.1375403376980096
2276,2.1411364230053858
2277,2.145015473029897
2278,2.1481489038677735
2279,2.150093520932228
2280,2.1501777770530035
2281,2.1488877099335983
2282,2.1474038345696016
2283,2.146225000040223
2284,2.146082719880943
2285,2.148234933611941
2286,2.1530384155581697
2287,2.15898411056555
2288,2.164352639512771
2289,2.1671107310212507
2290,2.167594100925336
2291,2.16698037083244
2292,2.165169969678277
2293,2.1628868438314255
2294,2.1613068988342796
2295,2.1619601137204842
2296,2.1651214732521824
2297,2.170197780058812
2298,2.175627765001175
2299,2.179212232465937
2300,2.1804311066101336
